-nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, -nan, 
0.039267, 0.049738, 0.078534, 0.125654, 0.128272, 0.157068, 0.149215, 0.115183, 0.075916, 0.060209, 0.020942, 0.000000, 
0.039164, 0.049608, 0.078329, 0.125326, 0.127937, 0.156658, 0.148825, 0.114883, 0.075718, 0.062663, 0.020888, 0.000000, 
0.039062, 0.049479, 0.078125, 0.125000, 0.130208, 0.156250, 0.148438, 0.114583, 0.075521, 0.062500, 0.020833, 0.000000, 
0.038961, 0.049351, 0.077922, 0.124675, 0.129870, 0.158442, 0.148052, 0.114286, 0.075325, 0.062338, 0.020779, 0.000000, 
0.038860, 0.049223, 0.077720, 0.124352, 0.129534, 0.158031, 0.147668, 0.113990, 0.077720, 0.062176, 0.020725, 0.000000, 
0.038760, 0.049096, 0.077519, 0.124031, 0.129199, 0.157623, 0.147287, 0.113695, 0.077519, 0.062016, 0.023256, 0.000000, 
0.041237, 0.048969, 0.077320, 0.123711, 0.128866, 0.157216, 0.146907, 0.113402, 0.077320, 0.061856, 0.023196, 0.000000, 
0.041131, 0.048843, 0.077121, 0.125964, 0.128535, 0.156812, 0.146530, 0.113111, 0.077121, 0.061697, 0.023136, 0.000000, 
0.041026, 0.051282, 0.076923, 0.125641, 0.128205, 0.156410, 0.146154, 0.112821, 0.076923, 0.061538, 0.023077, 0.000000, 
0.040921, 0.051151, 0.076726, 0.125320, 0.127877, 0.158568, 0.145780, 0.112532, 0.076726, 0.061381, 0.023018, 0.000000, 
0.040816, 0.051020, 0.076531, 0.127551, 0.127551, 0.158163, 0.145408, 0.112245, 0.076531, 0.061224, 0.022959, 0.000000, 
0.040712, 0.050891, 0.076336, 0.127226, 0.129771, 0.157761, 0.145038, 0.111959, 0.076336, 0.061069, 0.022901, 0.000000, 
0.040609, 0.050761, 0.076142, 0.126904, 0.129442, 0.157360, 0.144670, 0.114213, 0.076142, 0.060914, 0.022843, 0.000000, 
0.040506, 0.050633, 0.078481, 0.126582, 0.129114, 0.156962, 0.144304, 0.113924, 0.075949, 0.060759, 0.022785, 0.000000, 
0.040404, 0.050505, 0.078283, 0.126263, 0.128788, 0.156566, 0.146465, 0.113636, 0.075758, 0.060606, 0.022727, 0.000000, 
0.040302, 0.050378, 0.078086, 0.128463, 0.128463, 0.156171, 0.146096, 0.113350, 0.075567, 0.060453, 0.022670, 0.000000, 
0.040201, 0.050251, 0.077889, 0.130653, 0.128141, 0.155779, 0.145729, 0.113065, 0.075377, 0.060302, 0.022613, 0.000000, 
0.040100, 0.050125, 0.077694, 0.130326, 0.127820, 0.155388, 0.145363, 0.112782, 0.075188, 0.062657, 0.022556, 0.000000, 
0.040000, 0.050000, 0.077500, 0.132500, 0.127500, 0.155000, 0.145000, 0.112500, 0.075000, 0.062500, 0.022500, 0.000000, 
0.039900, 0.049875, 0.077307, 0.132170, 0.129676, 0.154613, 0.144638, 0.112219, 0.074813, 0.062344, 0.022444, 0.000000, 
0.039801, 0.049751, 0.077114, 0.134328, 0.129353, 0.154229, 0.144279, 0.111940, 0.074627, 0.062189, 0.022388, 0.000000, 
0.039702, 0.049628, 0.076923, 0.133995, 0.129032, 0.153846, 0.143921, 0.111663, 0.076923, 0.062035, 0.022333, 0.000000, 
0.039604, 0.049505, 0.076733, 0.133663, 0.128713, 0.153465, 0.146040, 0.111386, 0.076733, 0.061881, 0.022277, 0.000000, 
0.039506, 0.049383, 0.076543, 0.135802, 0.128395, 0.153086, 0.145679, 0.111111, 0.076543, 0.061728, 0.022222, 0.000000, 
0.039409, 0.049261, 0.076355, 0.135468, 0.128079, 0.152709, 0.145320, 0.113300, 0.076355, 0.061576, 0.022167, 0.000000, 
0.039312, 0.049140, 0.076167, 0.135135, 0.127764, 0.152334, 0.147420, 0.113022, 0.076167, 0.061425, 0.022113, 0.000000, 
0.039216, 0.049020, 0.075980, 0.134804, 0.127451, 0.151961, 0.149510, 0.112745, 0.075980, 0.061275, 0.022059, 0.000000, 
0.039120, 0.048900, 0.075795, 0.134474, 0.127139, 0.151589, 0.149144, 0.112469, 0.078240, 0.061125, 0.022005, 0.000000, 
0.039024, 0.048780, 0.078049, 0.134146, 0.126829, 0.151220, 0.148780, 0.112195, 0.078049, 0.060976, 0.021951, 0.000000, 
0.038929, 0.051095, 0.077859, 0.133820, 0.126521, 0.150852, 0.148418, 0.111922, 0.077859, 0.060827, 0.021898, 0.000000, 
0.041262, 0.050971, 0.077670, 0.133495, 0.126214, 0.150485, 0.148058, 0.111650, 0.077670, 0.060680, 0.021845, 0.000000, 
0.041162, 0.050847, 0.077482, 0.133172, 0.128329, 0.150121, 0.147700, 0.111380, 0.077482, 0.060533, 0.021792, 0.000000, 
0.041063, 0.050725, 0.077295, 0.135266, 0.128019, 0.149758, 0.147343, 0.111111, 0.077295, 0.060386, 0.021739, 0.000000, 
0.040964, 0.050602, 0.077108, 0.134940, 0.127711, 0.151807, 0.146988, 0.110843, 0.077108, 0.060241, 0.021687, 0.000000, 
0.040865, 0.050481, 0.076923, 0.134615, 0.127404, 0.153846, 0.146635, 0.110577, 0.076923, 0.060096, 0.021635, 0.000000, 
0.040767, 0.050360, 0.076739, 0.134293, 0.127098, 0.153477, 0.146283, 0.110312, 0.079137, 0.059952, 0.021583, 0.000000, 
0.040670, 0.050239, 0.078947, 0.133971, 0.126794, 0.153110, 0.145933, 0.110048, 0.078947, 0.059809, 0.021531, 0.000000, 
0.040573, 0.050119, 0.078759, 0.133652, 0.126492, 0.152745, 0.145585, 0.109785, 0.081146, 0.059666, 0.021480, 0.000000, 
0.040476, 0.050000, 0.078571, 0.133333, 0.128571, 0.152381, 0.145238, 0.109524, 0.080952, 0.059524, 0.021429, 0.000000, 
0.040380, 0.049881, 0.078385, 0.133017, 0.130641, 0.152019, 0.144893, 0.109264, 0.080760, 0.059382, 0.021378, 0.000000, 
0.040284, 0.049763, 0.078199, 0.132701, 0.130332, 0.151659, 0.144550, 0.109005, 0.082938, 0.059242, 0.021327, 0.000000, 
0.040189, 0.049645, 0.078014, 0.132388, 0.130024, 0.151300, 0.144208, 0.108747, 0.082742, 0.061466, 0.021277, 0.000000, 
0.040094, 0.049528, 0.077830, 0.132075, 0.129717, 0.153302, 0.143868, 0.108491, 0.082547, 0.061321, 0.021226, 0.000000, 
0.040000, 0.051765, 0.077647, 0.131765, 0.129412, 0.152941, 0.143529, 0.108235, 0.082353, 0.061176, 0.021176, 0.000000, 
0.039906, 0.051643, 0.077465, 0.131455, 0.129108, 0.152582, 0.145540, 0.107981, 0.082160, 0.061033, 0.021127, 0.000000, 
0.039813, 0.051522, 0.077283, 0.131148, 0.128806, 0.152225, 0.147541, 0.107728, 0.081967, 0.060890, 0.021077, 0.000000, 
0.039720, 0.051402, 0.077103, 0.130841, 0.130841, 0.151869, 0.147196, 0.107477, 0.081776, 0.060748, 0.021028, 0.000000, 
0.039627, 0.051282, 0.076923, 0.130536, 0.132867, 0.151515, 0.146853, 0.107226, 0.081585, 0.060606, 0.020979, 0.000000, 
0.039535, 0.053488, 0.076744, 0.130233, 0.132558, 0.151163, 0.146512, 0.106977, 0.081395, 0.060465, 0.020930, 0.000000, 
0.039443, 0.053364, 0.076566, 0.129930, 0.132251, 0.150812, 0.148492, 0.106729, 0.081206, 0.060325, 0.020882, 0.000000, 
0.039352, 0.053241, 0.076389, 0.131944, 0.131944, 0.150463, 0.148148, 0.106481, 0.081019, 0.060185, 0.020833, 0.000000, 
0.039261, 0.053118, 0.076212, 0.131640, 0.131640, 0.150115, 0.150115, 0.106236, 0.080831, 0.060046, 0.020785, 0.000000, 
0.039171, 0.052995, 0.076037, 0.131336, 0.131336, 0.149770, 0.149770, 0.108295, 0.080645, 0.059908, 0.020737, 0.000000, 
0.039080, 0.052874, 0.075862, 0.131034, 0.133333, 0.149425, 0.149425, 0.108046, 0.080460, 0.059770, 0.020690, 0.000000, 
0.038991, 0.052752, 0.075688, 0.130734, 0.133028, 0.149083, 0.149083, 0.110092, 0.080275, 0.059633, 0.020642, 0.000000, 
0.038902, 0.052632, 0.075515, 0.130435, 0.132723, 0.148741, 0.148741, 0.112128, 0.080092, 0.059497, 0.020595, 0.000000, 
0.038813, 0.052511, 0.075342, 0.130137, 0.132420, 0.148402, 0.148402, 0.111872, 0.082192, 0.059361, 0.020548, 0.000000, 
0.038724, 0.052392, 0.075171, 0.129841, 0.132118, 0.148064, 0.148064, 0.113895, 0.082005, 0.059226, 0.020501, 0.000000, 
0.038636, 0.052273, 0.075000, 0.129545, 0.131818, 0.147727, 0.147727, 0.113636, 0.084091, 0.059091, 0.020455, 0.000000, 
0.038549, 0.052154, 0.074830, 0.129252, 0.131519, 0.147392, 0.147392, 0.115646, 0.083900, 0.058957, 0.020408, 0.000000, 
0.038462, 0.052036, 0.074661, 0.128959, 0.131222, 0.147059, 0.147059, 0.117647, 0.083710, 0.058824, 0.020362, 0.000000, 
0.038375, 0.051919, 0.074492, 0.130926, 0.130926, 0.146727, 0.146727, 0.117381, 0.083521, 0.058691, 0.020316, 0.000000, 
0.038288, 0.051802, 0.074324, 0.130631, 0.130631, 0.148649, 0.146396, 0.117117, 0.083333, 0.058559, 0.020270, 0.000000, 
0.038202, 0.051685, 0.074157, 0.132584, 0.130337, 0.148315, 0.146067, 0.116854, 0.083146, 0.058427, 0.020225, 0.000000, 
0.038117, 0.051570, 0.073991, 0.132287, 0.132287, 0.147982, 0.145740, 0.116592, 0.082960, 0.058296, 0.020179, 0.000000, 
0.038031, 0.053691, 0.073826, 0.131991, 0.131991, 0.147651, 0.145414, 0.116331, 0.082774, 0.058166, 0.020134, 0.000000, 
0.037946, 0.053571, 0.073661, 0.131696, 0.131696, 0.147321, 0.145089, 0.118304, 0.082589, 0.058036, 0.020089, 0.000000, 
0.037862, 0.053452, 0.073497, 0.131403, 0.131403, 0.146993, 0.144766, 0.118040, 0.082405, 0.060134, 0.020045, 0.000000, 
0.037778, 0.053333, 0.073333, 0.131111, 0.133333, 0.146667, 0.144444, 0.117778, 0.082222, 0.060000, 0.020000, 0.000000, 
0.037694, 0.053215, 0.075388, 0.130820, 0.133038, 0.146341, 0.144124, 0.117517, 0.082040, 0.059867, 0.019956, 0.000000, 
0.037611, 0.053097, 0.075221, 0.132743, 0.132743, 0.146018, 0.143805, 0.117257, 0.081858, 0.059735, 0.019912, 0.000000, 
0.037528, 0.052980, 0.075055, 0.132450, 0.132450, 0.147903, 0.143488, 0.116998, 0.081678, 0.059603, 0.019868, 0.000000, 
0.037445, 0.052863, 0.074890, 0.134361, 0.132159, 0.147577, 0.143172, 0.116740, 0.081498, 0.059471, 0.019824, 0.000000, 
0.037363, 0.052747, 0.074725, 0.134066, 0.131868, 0.149451, 0.142857, 0.116484, 0.081319, 0.059341, 0.019780, 0.000000, 
0.037281, 0.052632, 0.074561, 0.133772, 0.131579, 0.149123, 0.142544, 0.116228, 0.081140, 0.061404, 0.019737, 0.000000, 
0.037199, 0.052516, 0.074398, 0.135667, 0.131291, 0.148796, 0.142232, 0.115974, 0.080963, 0.061269, 0.019694, 0.000000, 
0.037118, 0.052402, 0.074236, 0.135371, 0.133188, 0.148472, 0.141921, 0.115721, 0.080786, 0.061135, 0.019651, 0.000000, 
0.037037, 0.052288, 0.074074, 0.135076, 0.132898, 0.148148, 0.141612, 0.115468, 0.082789, 0.061002, 0.019608, 0.000000, 
0.036957, 0.052174, 0.073913, 0.136957, 0.132609, 0.147826, 0.141304, 0.115217, 0.082609, 0.060870, 0.019565, 0.000000, 
0.036876, 0.054230, 0.073753, 0.136659, 0.132321, 0.147505, 0.140998, 0.114967, 0.082429, 0.060738, 0.019523, 0.000000, 
0.036797, 0.054113, 0.073593, 0.136364, 0.132035, 0.149351, 0.140693, 0.114719, 0.082251, 0.060606, 0.019481, 0.000000, 
0.036717, 0.053996, 0.075594, 0.136069, 0.131749, 0.149028, 0.140389, 0.114471, 0.082073, 0.060475, 0.019438, 0.000000, 
0.036638, 0.053879, 0.075431, 0.135776, 0.131466, 0.148707, 0.140086, 0.116379, 0.081897, 0.060345, 0.019397, 0.000000, 
0.036559, 0.053763, 0.075269, 0.135484, 0.131183, 0.148387, 0.139785, 0.116129, 0.081720, 0.062366, 0.019355, 0.000000, 
0.036481, 0.053648, 0.075107, 0.137339, 0.130901, 0.148069, 0.139485, 0.115880, 0.081545, 0.062232, 0.019313, 0.000000, 
0.036403, 0.055675, 0.074946, 0.137045, 0.130621, 0.147752, 0.139186, 0.115632, 0.081370, 0.062098, 0.019272, 0.000000, 
0.036325, 0.055556, 0.074786, 0.136752, 0.130342, 0.147436, 0.138889, 0.115385, 0.081197, 0.064103, 0.019231, 0.000000, 
0.036247, 0.055437, 0.074627, 0.136461, 0.130064, 0.147122, 0.138593, 0.115139, 0.081023, 0.066098, 0.019190, 0.000000, 
0.036170, 0.055319, 0.074468, 0.136170, 0.129787, 0.146809, 0.138298, 0.114894, 0.082979, 0.065957, 0.019149, 0.000000, 
0.036093, 0.055202, 0.076433, 0.135881, 0.129512, 0.146497, 0.138004, 0.114650, 0.082803, 0.065817, 0.019108, 0.000000, 
0.036017, 0.055085, 0.076271, 0.135593, 0.129237, 0.146186, 0.137712, 0.116525, 0.082627, 0.065678, 0.019068, 0.000000, 
0.035941, 0.054968, 0.076110, 0.135307, 0.128964, 0.145877, 0.139535, 0.116279, 0.082452, 0.065539, 0.019027, 0.000000, 
0.035865, 0.054852, 0.075949, 0.137131, 0.128692, 0.145570, 0.139241, 0.116034, 0.082278, 0.065401, 0.018987, 0.000000, 
0.035789, 0.054737, 0.075789, 0.136842, 0.128421, 0.145263, 0.141053, 0.115789, 0.082105, 0.065263, 0.018947, 0.000000, 
0.035714, 0.054622, 0.075630, 0.136555, 0.128151, 0.144958, 0.142857, 0.115546, 0.081933, 0.065126, 0.018908, 0.000000, 
0.035639, 0.054507, 0.077568, 0.136268, 0.127883, 0.144654, 0.142558, 0.115304, 0.081761, 0.064990, 0.018868, 0.000000, 
0.035565, 0.054393, 0.077406, 0.135983, 0.127615, 0.146444, 0.142259, 0.115063, 0.081590, 0.064854, 0.018828, 0.000000, 
0.035491, 0.054280, 0.077244, 0.135699, 0.129436, 0.146138, 0.141962, 0.114823, 0.081420, 0.064718, 0.018789, 0.000000, 
0.035417, 0.054167, 0.077083, 0.135417, 0.129167, 0.145833, 0.141667, 0.114583, 0.083333, 0.064583, 0.018750, 0.000000, 
0.037422, 0.054054, 0.076923, 0.135135, 0.128898, 0.145530, 0.141372, 0.114345, 0.083160, 0.064449, 0.018711, 0.000000, 
0.037344, 0.053942, 0.076763, 0.134855, 0.128631, 0.147303, 0.141079, 0.114108, 0.082988, 0.064315, 0.018672, 0.000000, 
0.037267, 0.053830, 0.076605, 0.134576, 0.128364, 0.146998, 0.142857, 0.113872, 0.082816, 0.064182, 0.018634, 0.000000, 
0.037190, 0.053719, 0.076446, 0.134298, 0.128099, 0.146694, 0.142562, 0.113636, 0.084711, 0.064050, 0.018595, 0.000000, 
0.037113, 0.053608, 0.076289, 0.134021, 0.127835, 0.146392, 0.142268, 0.115464, 0.084536, 0.063918, 0.018557, 0.000000, 
0.037037, 0.053498, 0.076132, 0.133745, 0.127572, 0.148148, 0.141975, 0.115226, 0.084362, 0.063786, 0.018519, 0.000000, 
0.036961, 0.053388, 0.075975, 0.133470, 0.127310, 0.147844, 0.143737, 0.114990, 0.084189, 0.063655, 0.018480, 0.000000, 
0.036885, 0.053279, 0.077869, 0.133197, 0.127049, 0.147541, 0.143443, 0.114754, 0.084016, 0.063525, 0.018443, 0.000000, 
0.036810, 0.053170, 0.077710, 0.132924, 0.126789, 0.149284, 0.143149, 0.114519, 0.083845, 0.063395, 0.018405, 0.000000, 
0.036735, 0.053061, 0.077551, 0.132653, 0.126531, 0.151020, 0.142857, 0.114286, 0.083673, 0.063265, 0.018367, 0.000000, 
0.036660, 0.052953, 0.077393, 0.132383, 0.126273, 0.150713, 0.142566, 0.114053, 0.085540, 0.063136, 0.018330, 0.000000, 
0.036585, 0.052846, 0.077236, 0.132114, 0.126016, 0.150407, 0.144309, 0.113821, 0.085366, 0.063008, 0.018293, 0.000000, 
0.036511, 0.052738, 0.077079, 0.131846, 0.125761, 0.150101, 0.144016, 0.115619, 0.085193, 0.062880, 0.018256, 0.000000, 
0.036437, 0.052632, 0.076923, 0.131579, 0.125506, 0.149798, 0.143725, 0.117409, 0.085020, 0.062753, 0.018219, 0.000000, 
0.036364, 0.052525, 0.076768, 0.131313, 0.125253, 0.151515, 0.143434, 0.117172, 0.084848, 0.062626, 0.018182, 0.000000, 
0.036290, 0.054435, 0.076613, 0.131048, 0.125000, 0.151210, 0.143145, 0.116935, 0.084677, 0.062500, 0.018145, 0.000000, 
0.036217, 0.054326, 0.076459, 0.130785, 0.124748, 0.150905, 0.142857, 0.118712, 0.084507, 0.062374, 0.018109, 0.000000, 
0.036145, 0.054217, 0.076305, 0.130522, 0.124498, 0.150602, 0.144578, 0.118474, 0.084337, 0.062249, 0.018072, 0.000000, 
0.036072, 0.054108, 0.076152, 0.130261, 0.124248, 0.152305, 0.144289, 0.118236, 0.084168, 0.062124, 0.018036, 0.000000, 
0.036000, 0.054000, 0.076000, 0.130000, 0.124000, 0.154000, 0.144000, 0.118000, 0.084000, 0.062000, 0.018000, 0.000000, 
0.035928, 0.053892, 0.075848, 0.129741, 0.123752, 0.153693, 0.143713, 0.117764, 0.083832, 0.063872, 0.017964, 0.000000, 
0.035857, 0.053785, 0.075697, 0.129482, 0.123506, 0.155378, 0.143426, 0.117530, 0.083665, 0.063745, 0.017928, 0.000000, 
0.035785, 0.053678, 0.075547, 0.129225, 0.123260, 0.155070, 0.143141, 0.117296, 0.085487, 0.063618, 0.017893, 0.000000, 
0.035714, 0.053571, 0.075397, 0.128968, 0.123016, 0.154762, 0.142857, 0.117063, 0.087302, 0.063492, 0.017857, 0.000000, 
0.035644, 0.053465, 0.075248, 0.128713, 0.122772, 0.154455, 0.142574, 0.118812, 0.087129, 0.063366, 0.017822, 0.000000, 
0.035573, 0.053360, 0.075099, 0.128458, 0.122530, 0.154150, 0.144269, 0.118577, 0.086957, 0.063241, 0.017787, 0.000000, 
0.035503, 0.053254, 0.074951, 0.128205, 0.122288, 0.155819, 0.143984, 0.118343, 0.086785, 0.063116, 0.017751, 0.000000, 
0.035433, 0.053150, 0.074803, 0.127953, 0.124016, 0.155512, 0.143701, 0.118110, 0.086614, 0.062992, 0.017717, 0.000000, 
0.035363, 0.053045, 0.074656, 0.127701, 0.125737, 0.155206, 0.143418, 0.117878, 0.086444, 0.062868, 0.017682, 0.000000, 
0.035294, 0.052941, 0.074510, 0.127451, 0.125490, 0.154902, 0.143137, 0.117647, 0.088235, 0.062745, 0.017647, 0.000000, 
0.035225, 0.052838, 0.074364, 0.127202, 0.125245, 0.156556, 0.142857, 0.117417, 0.088063, 0.062622, 0.017613, 0.000000, 
0.035156, 0.052734, 0.074219, 0.128906, 0.125000, 0.156250, 0.142578, 0.117188, 0.087891, 0.062500, 0.017578, 0.000000, 
0.035088, 0.052632, 0.074074, 0.130604, 0.124756, 0.155945, 0.142300, 0.116959, 0.087719, 0.062378, 0.017544, 0.000000, 
0.035019, 0.052529, 0.073930, 0.132296, 0.124514, 0.155642, 0.142023, 0.116732, 0.087549, 0.062257, 0.017510, 0.000000, 
0.034951, 0.052427, 0.073786, 0.133981, 0.124272, 0.155340, 0.141748, 0.116505, 0.087379, 0.062136, 0.017476, 0.000000, 
0.034884, 0.052326, 0.073643, 0.133721, 0.124031, 0.155039, 0.141473, 0.116279, 0.087209, 0.062016, 0.019380, 0.000000, 
0.034816, 0.052224, 0.073501, 0.133462, 0.123791, 0.154739, 0.141199, 0.116054, 0.087041, 0.063830, 0.019342, 0.000000, 
0.034749, 0.052124, 0.073359, 0.133205, 0.123552, 0.156371, 0.140927, 0.115830, 0.086873, 0.063707, 0.019305, 0.000000, 
0.034682, 0.052023, 0.073218, 0.132948, 0.123314, 0.157996, 0.140655, 0.115607, 0.086705, 0.063584, 0.019268, 0.000000, 
0.034615, 0.051923, 0.073077, 0.132692, 0.123077, 0.157692, 0.140385, 0.115385, 0.086538, 0.065385, 0.019231, 0.000000, 
0.036468, 0.051823, 0.072937, 0.132438, 0.122841, 0.157390, 0.140115, 0.115163, 0.086372, 0.065259, 0.019194, 0.000000, 
0.036398, 0.051724, 0.074713, 0.132184, 0.122605, 0.157088, 0.139847, 0.114943, 0.086207, 0.065134, 0.019157, 0.000000, 
0.036329, 0.051625, 0.074570, 0.131931, 0.122371, 0.156788, 0.141491, 0.114723, 0.086042, 0.065010, 0.019120, 0.000000, 
0.036260, 0.051527, 0.074427, 0.131679, 0.122137, 0.156489, 0.141221, 0.114504, 0.085878, 0.064885, 0.020992, 0.000000, 
0.036190, 0.051429, 0.074286, 0.133333, 0.121905, 0.156190, 0.140952, 0.114286, 0.085714, 0.064762, 0.020952, 0.000000, 
0.036122, 0.051331, 0.074144, 0.133080, 0.123574, 0.155894, 0.140684, 0.114068, 0.085551, 0.064639, 0.020913, 0.000000, 
0.036053, 0.051233, 0.074004, 0.134725, 0.123340, 0.155598, 0.140417, 0.113852, 0.085389, 0.064516, 0.020873, 0.000000, 
0.035985, 0.051136, 0.073864, 0.136364, 0.123106, 0.155303, 0.140152, 0.113636, 0.085227, 0.064394, 0.020833, 0.000000, 
0.035917, 0.051040, 0.073724, 0.136106, 0.122873, 0.155009, 0.141777, 0.113422, 0.085066, 0.064272, 0.020794, 0.000000, 
0.035849, 0.050943, 0.073585, 0.135849, 0.122642, 0.156604, 0.141509, 0.113208, 0.084906, 0.064151, 0.020755, 0.000000, 
0.035782, 0.050847, 0.073446, 0.135593, 0.124294, 0.156309, 0.141243, 0.112994, 0.084746, 0.064030, 0.020716, 0.000000, 
0.035714, 0.050752, 0.073308, 0.135338, 0.125940, 0.156015, 0.140977, 0.112782, 0.084586, 0.063910, 0.020677, 0.000000, 
0.035647, 0.050657, 0.073171, 0.135084, 0.125704, 0.155722, 0.140713, 0.112570, 0.084428, 0.065666, 0.020638, 0.000000, 
0.035581, 0.050562, 0.073034, 0.134831, 0.127341, 0.155431, 0.140449, 0.112360, 0.084270, 0.065543, 0.020599, 0.000000, 
0.035514, 0.050467, 0.072897, 0.134579, 0.128972, 0.155140, 0.140187, 0.112150, 0.084112, 0.065421, 0.020561, 0.000000, 
0.035448, 0.050373, 0.072761, 0.134328, 0.128731, 0.154851, 0.139925, 0.111940, 0.083955, 0.067164, 0.020522, 0.000000, 
0.035382, 0.050279, 0.072626, 0.134078, 0.128492, 0.156425, 0.139665, 0.111732, 0.083799, 0.067039, 0.020484, 0.000000, 
0.035316, 0.050186, 0.074349, 0.133829, 0.128253, 0.156134, 0.139405, 0.111524, 0.083643, 0.066914, 0.020446, 0.000000, 
0.035250, 0.050093, 0.074212, 0.133581, 0.128015, 0.155844, 0.139147, 0.111317, 0.085343, 0.066790, 0.020408, 0.000000, 
0.035185, 0.050000, 0.075926, 0.133333, 0.127778, 0.155556, 0.138889, 0.111111, 0.085185, 0.066667, 0.020370, 0.000000, 
0.035120, 0.051756, 0.075786, 0.133087, 0.127542, 0.155268, 0.138632, 0.110906, 0.085028, 0.066543, 0.020333, 0.000000, 
0.035055, 0.053506, 0.075646, 0.132841, 0.127306, 0.154982, 0.138376, 0.110701, 0.084871, 0.066421, 0.020295, 0.000000, 
0.034991, 0.053407, 0.075506, 0.132597, 0.127072, 0.154696, 0.138122, 0.110497, 0.084715, 0.066298, 0.022099, 0.000000, 
0.034926, 0.053309, 0.077206, 0.132353, 0.126838, 0.154412, 0.137868, 0.110294, 0.084559, 0.066176, 0.022059, 0.000000, 
0.034862, 0.053211, 0.077064, 0.132110, 0.126606, 0.155963, 0.137615, 0.110092, 0.084404, 0.066055, 0.022018, 0.000000, 
0.034799, 0.053114, 0.076923, 0.131868, 0.126374, 0.155678, 0.137363, 0.111722, 0.084249, 0.065934, 0.021978, 0.000000, 
0.034735, 0.053016, 0.076782, 0.131627, 0.126143, 0.155393, 0.137112, 0.111517, 0.084095, 0.065814, 0.023766, 0.000000, 
0.034672, 0.052920, 0.076642, 0.131387, 0.125912, 0.155109, 0.136861, 0.113139, 0.083942, 0.065693, 0.023723, 0.000000, 
0.034608, 0.052823, 0.076503, 0.131148, 0.125683, 0.154827, 0.136612, 0.112933, 0.085610, 0.065574, 0.023679, 0.000000, 
0.034545, 0.052727, 0.076364, 0.130909, 0.125455, 0.154545, 0.138182, 0.112727, 0.085455, 0.065455, 0.023636, 0.000000, 
0.034483, 0.052632, 0.076225, 0.130672, 0.125227, 0.154265, 0.139746, 0.112523, 0.085299, 0.065336, 0.023593, 0.000000, 
0.034420, 0.052536, 0.076087, 0.130435, 0.125000, 0.153986, 0.139493, 0.114130, 0.085145, 0.065217, 0.023551, 0.000000, 
0.034358, 0.052441, 0.075949, 0.130199, 0.124774, 0.155515, 0.139241, 0.113924, 0.084991, 0.065099, 0.023508, 0.000000, 
0.034296, 0.052347, 0.075812, 0.129964, 0.124549, 0.155235, 0.138989, 0.115523, 0.084838, 0.064982, 0.023466, 0.000000, 
0.034234, 0.052252, 0.075676, 0.129730, 0.124324, 0.154955, 0.138739, 0.115315, 0.084685, 0.066667, 0.023423, 0.000000, 
0.034173, 0.052158, 0.075540, 0.129496, 0.124101, 0.154676, 0.140288, 0.115108, 0.084532, 0.066547, 0.023381, 0.000000, 
0.034111, 0.052065, 0.075404, 0.129264, 0.123878, 0.154399, 0.140036, 0.116697, 0.084381, 0.066427, 0.023339, 0.000000, 
0.034050, 0.051971, 0.075269, 0.129032, 0.123656, 0.155914, 0.139785, 0.116487, 0.084229, 0.066308, 0.023297, 0.000000, 
0.033989, 0.051878, 0.075134, 0.128801, 0.125224, 0.155635, 0.139535, 0.116279, 0.084079, 0.066190, 0.023256, 0.000000, 
0.033929, 0.051786, 0.075000, 0.128571, 0.125000, 0.155357, 0.139286, 0.117857, 0.083929, 0.066071, 0.023214, 0.000000, 
0.033868, 0.051693, 0.074866, 0.128342, 0.124777, 0.155080, 0.140820, 0.117647, 0.083779, 0.065954, 0.023173, 0.000000, 
0.033808, 0.051601, 0.074733, 0.128114, 0.126335, 0.154804, 0.140569, 0.117438, 0.083630, 0.065836, 0.023132, 0.000000, 
0.033748, 0.051510, 0.074600, 0.127886, 0.126110, 0.154529, 0.140320, 0.117229, 0.083481, 0.067496, 0.023091, 0.000000, 
0.033688, 0.051418, 0.074468, 0.127660, 0.125887, 0.156028, 0.140071, 0.117021, 0.083333, 0.067376, 0.023050, 0.000000, 
0.033628, 0.053097, 0.074336, 0.127434, 0.125664, 0.155752, 0.139823, 0.116814, 0.083186, 0.067257, 0.023009, 0.000000, 
0.033569, 0.053004, 0.074205, 0.127208, 0.125442, 0.155477, 0.141343, 0.116608, 0.083039, 0.067138, 0.022968, 0.000000, 
0.033510, 0.052910, 0.074074, 0.126984, 0.125220, 0.155203, 0.141093, 0.116402, 0.084656, 0.067019, 0.022928, 0.000000, 
0.033451, 0.052817, 0.073944, 0.126761, 0.126761, 0.154930, 0.140845, 0.116197, 0.084507, 0.066901, 0.022887, 0.000000, 
0.033392, 0.052724, 0.073814, 0.126538, 0.128295, 0.154657, 0.140598, 0.115993, 0.084359, 0.066784, 0.022847, 0.000000, 
0.033333, 0.052632, 0.073684, 0.126316, 0.128070, 0.156140, 0.140351, 0.115789, 0.084211, 0.066667, 0.022807, 0.000000, 
0.033275, 0.052539, 0.073555, 0.126095, 0.127846, 0.155867, 0.140105, 0.115587, 0.084063, 0.068301, 0.022767, 0.000000, 
0.033217, 0.052448, 0.073427, 0.125874, 0.127622, 0.155594, 0.139860, 0.117133, 0.083916, 0.068182, 0.022727, 0.000000, 
